id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365
19139841,"Place to Stay Antwerp, garage, 2 km “Sportpaleis”",13145096,Veerle,,Amandus - Atheneum,51.22362,4.41567,Entire home/apt,150,1,12,2020-02-09,0.34,2,0
19149378,Studio 173,133771641,José,,Deurne Zuid West,51.20466,4.45763,Private room,65,1,0,,,1,0
19154934,Tomorrowland - Daily breakfast + transfer included,10658365,Thomas,,Haringrode,51.2028,4.42126,Private room,379,2,0,,,2,180
19159122,Lemniscape Amoras Luxury Suite,133966373,Tony,,Eilandje,51.23353,4.4135,Entire home/apt,350,4,3,2019-09-23,0.11,1,0
19214587,Industriële loft Groenstraat,13071164,Myunkoo,,Borgerhout Intra Muros Noord,51.21739,4.43294,Entire home/apt,149,2,51,2020-03-15,1.43,1,231
19216293,Maison Manon,134485796,Manon,,Stuivenberg,51.22986,4.423,Private room,32,2,27,2018-02-26,0.73,1,0
19232324,Luxe kamer op Unieke locatie in Antwerpen,10090207,Paul,,Theaterbuurt-Meir,51.21322,4.40992,Private room,40,1,59,2020-03-08,1.60,2,170
19268619,Cosy apartment in Het Zuid,9645467,Nandini,,Zuid,51.21039,4.39732,Entire home/apt,90,3,0,,,1,0
19270436,Gezellig appartement in stadswoning,22211840,Sien,,Centraal Station,51.21341,4.42561,Entire home/apt,60,2,66,2020-02-15,1.81,1,72
19311378,Turquoise cozy fun apartment,110993942,Rev,,Centraal Station,51.21777,4.42357,Entire home/apt,68,2,7,2018-11-23,0.19,16,352
19311990,Black and red apartment with a view,110993942,Rev,,Centraal Station,51.21815,4.42417,Entire home/apt,99,2,20,2020-01-06,0.56,16,337
19341633,Large attick room in city center,135507270,Kris,,Zurenborg,51.21055,4.42273,Private room,75,1,71,2020-06-21,1.96,1,71
19377082,Lovely cozy apartment * City centre Antwerp,53135537,Anthony,,Sint-Andries,51.2171,4.39595,Entire home/apt,75,2,5,2017-08-08,0.14,1,0
19380026,Brand new Design Duplex on top Location! Nr2,84498948,Klaartje,,Harmonie,51.20682,4.40555,Entire home/apt,115,2,62,2020-02-25,1.72,3,352
19408127,A hidden gem near Antwerp city center,132859594,Axel,,Deurne Oost,51.21985,4.47164,Entire home/apt,74,2,77,2020-02-05,2.14,1,0
19421923,Business apartment in citycentre Antwerp-North,136169080,Annick,,Amandus - Atheneum,51.22292,4.41949,Entire home/apt,35,30,0,,,1,0
19503948,Park Spoor Noord Apartment,64637145,Guggi,,Oud - Merksem,51.23334,4.44275,Entire home/apt,13,2,27,2018-11-01,0.79,1,0
19545186,Borze,104201659,Gregory,,Universiteitsbuurt,51.22061,4.40591,Private room,65,3,1,2017-07-31,0.03,1,0
19561687,Charming loft + rooftop terrace in old city centre,5564426,Laetitia,,Historisch Centrum,51.22304,4.40183,Entire home/apt,97,2,9,2017-08-20,0.25,1,0
19565336,Vintage eco home behind central train station,33481052,Anne,,Borgerhout Intra Muros Zuid,51.21571,4.42703,Private room,130,5,2,2018-07-23,0.07,5,0
19578621,Sfeervol appartement in centrum Antwerpen,20270667,Aimée,,Universiteitsbuurt,51.22341,4.40872,Entire home/apt,125,1,22,2019-08-25,0.61,1,0
19597739,Bright and cosy apartment in old city centre,64812114,Joachim,,Historisch Centrum,51.22108,4.39994,Entire home/apt,60,2,110,2020-01-05,3.17,1,234
19598428,Vintage house in Zurenborg area,16179225,Pieterjan,,Zurenborg,51.20806,4.42693,Entire home/apt,79,1,1,2017-07-23,0.03,1,0
19615621,Verblijf centrum Antwerpen,38231050,Caroline,,Theaterbuurt-Meir,51.2166,4.40604,Entire home/apt,60,3,3,2019-12-31,0.42,1,365
19618674,Design apartment with panoramic views,103363284,Nathalie,,Eilandje,51.23061,4.41926,Entire home/apt,60,29,1,2019-07-20,0.09,8,0
19639281,BoHo city Apartment 2 (easy parking),138201030,Sumeyye,,Borgerhout Extra Muros,51.20974,4.4515,Entire home/apt,75,1,127,2020-02-24,3.55,4,55
19657683,Quiet stay in single room in the center of Antwerp,22962538,Roze,,Stuivenberg,51.22096,4.43711,Private room,25,1,3,2019-09-06,0.11,2,352
19660879,Cosy Fully-equipped appartment in Antwerp City,33188578,Marlies,,Theaterbuurt-Meir,51.21527,4.40452,Entire home/apt,40,2,2,2017-10-17,0.06,1,0
19665216,Cosy studio close to Park Spoor Noord.,46918022,Evi,,Amandus - Atheneum,51.22782,4.42251,Entire home/apt,40,1,68,2020-05-10,1.89,2,150
19670325,RELAX sunny Centre south - Duplex para 3 en el sur,107750838,S.,,Historisch Centrum,51.22326,4.40257,Entire home/apt,75,4,0,,,34,364
19678438,Brand new Design Duplex on top Location! Nr1,84498948,Klaartje,,Harmonie,51.20524,4.40506,Entire home/apt,110,2,59,2019-08-13,1.66,3,352
19698195,Antwerp Central City Apartment,9118333,Sophie & Robin,,Universiteitsbuurt,51.22388,4.41373,Entire home/apt,50,1,242,2020-05-20,6.76,1,315
19710921,Luminous apartment in the city of Antwerp,75001318,Carole,,Brederode,51.20584,4.39576,Entire home/apt,50,3,19,2019-12-06,0.54,1,63
19723966,Antwerp Historic City Centre (RS39),40455235,Christiane,,Historisch Centrum,51.21914,4.39952,Entire home/apt,100,1,156,2020-03-15,4.42,4,0
19733115,LuLu's place,8699812,Luc,,Oud - Berchem,51.19734,4.42086,Private room,40,2,30,2020-03-10,0.85,1,79
19757507,Private apartment in Antwerp for five people,28304166,Vassili,,Oosterveld - Elsdonk,51.17174,4.42986,Entire home/apt,100,2,21,2019-07-15,0.59,3,0
19763523,Riverside design apartment,14968355,Steven,,Historisch Centrum,51.22482,4.40054,Entire home/apt,75,2,11,2019-10-31,0.31,1,177
19784090,"Cozy, authentic and spacious apartment",1895949,Eva,,Haringrode,51.2011,4.4231,Entire home/apt,45,2,13,2019-08-18,0.36,1,0
19798020,Sunny apartment in Antwerp (Wilrijk),139823903,Bella,,Oosterveld - Elsdonk,51.17864,4.42264,Private room,60,2,13,2020-03-08,0.37,1,364
19815144,Nice apartment in a townhouse in the centre.,109618168,Chantal & Christian,,Stuivenberg,51.21891,4.4308,Entire home/apt,75,2,23,2020-02-26,0.68,3,202
19815511,Room in bright flat near trendy Zurenborg,9062298,Hannah,,Groenenhoek,51.19875,4.43969,Private room,35,2,15,2020-01-06,0.45,2,0
19817915,Cosy bedroom near the centre of Antwerp.,72451907,Sarah,,Borgerhout Intra Muros Zuid,51.21055,4.43826,Private room,35,1,3,2020-01-03,0.49,1,0
19820483,Privé slaapkamer in zonnig appartement,96863793,Glenn,,Dam,51.23371,4.42773,Private room,30,1,3,2017-08-14,0.09,1,0
19841063,Blue suite (with garage),9026227,Hilde,,Theaterbuurt-Meir,51.21299,4.40429,Entire home/apt,115,7,25,2020-03-16,0.71,1,57
19861514,Trendy Antwerp,38686040,Kris,,Historisch Centrum,51.21785,4.40112,Entire home/apt,55,1,160,2020-03-08,4.56,1,169
19867314,Beautiful apartment in the historic city centre,94590913,Hannes,,Historisch Centrum,51.21807,4.39922,Entire home/apt,65,1,159,2020-03-01,4.45,1,249
19875796,"Near city center, free parking!",9321754,Stefanie,,Amandus - Atheneum,51.22846,4.41419,Entire home/apt,230,2,13,2019-11-24,0.37,1,0
19884166,A modern design luxury flat in the city center!,82351767,David,,Theaterbuurt-Meir,51.21502,4.40819,Entire home/apt,79,1125,24,2019-11-19,0.72,1,0
19885078,Cosy room in Antwerp,140742005,Charlotte,,Borgerhout Intra Muros Noord,51.21802,4.43673,Private room,38,2,34,2018-12-30,0.95,2,0
19888546,Brand new penthouse with terras and amazing view!,86306275,Pieter,,Markgrave,51.19596,4.40904,Entire home/apt,195,1,13,2020-03-16,0.53,38,188
19888690,Cozy home in the middle of Antwerp city centre!,86306275,Pieter,,Theaterbuurt-Meir,51.216,4.40276,Entire home/apt,150,1,43,2020-03-10,1.34,38,365
19917164,"Double bedroom in quiet, green suburb of Antwerp",141082623,Kim,,Hoboken - West,51.18489,4.34611,Private room,35,1,36,2019-06-20,1.02,1,0
19929145,Magnificent Flat In The Heart Of Antwerp,15355391,Alexander,,Historisch Centrum,51.21859,4.40428,Entire home/apt,133,3,15,2019-05-31,0.44,1,358
19964460,Nice bedroom with double bed in Antwerp,28304166,Vassili,,Oosterveld - Elsdonk,51.17227,4.42985,Private room,55,1,17,2019-07-04,0.48,3,54
19964758,Charming bedroom with double bed in Antwerp,28304166,Vassili,,Oosterveld - Elsdonk,51.17153,4.42844,Private room,55,1,10,2019-11-03,0.28,3,54
19989893,Brand new cottage in a vibrant area.,27223858,Veerle,,Haringrode,51.20164,4.41525,Entire home/apt,55,2,144,2019-09-23,4.11,1,0
19991884,"Trendy, bright apartment in the centre of Antwerp",1843325,Tomas,,Theaterbuurt-Meir,51.21507,4.4095,Entire home/apt,75,5,37,2019-10-25,1.06,1,0
19997718,Private cozy STUDIO,51220436,Jose,,Groenenhoek,51.19986,4.44069,Entire home/apt,40,4,53,2020-03-12,1.76,1,142
20043853,Cosy house with garden and sunny terrace,114028473,Ita,,Borgerhout Intra Muros Zuid,51.21246,4.43986,Entire home/apt,69,4,0,,,1,0
20048639,Beautiful recently renovated private DUPLEX,129602404,Marlies,,Theaterbuurt-Meir,51.21091,4.40456,Entire home/apt,99,1,55,2020-03-08,1.58,1,139
20061843,House with garden facing a parc,12601866,Johan,,Borgerhout Extra Muros,51.20418,4.4501,Entire home/apt,130,2,0,,,1,0
20087301,Design room in the city centre of Antwerp,142823788,Dirk,,Historisch Centrum,51.21977,4.40442,Private room,54,1,193,2020-03-06,5.65,2,176
20115627,Modern spacious appartment near City Park,128407828,Thomas,,Centraal Station,51.21132,4.42001,Entire home/apt,70,5,9,2018-10-16,0.26,1,27
20131004,Charming quiet room in house,4851422,Ann,,Kiel,51.18322,4.385,Private room,35,4,6,2020-05-30,0.20,2,165
20142512,Cosy apartment near Antwerp Central Station,137944760,Caroline & Koen,,Stuivenberg,51.21939,4.43137,Entire home/apt,50,2,62,2018-10-21,1.79,1,0
20144490,Appartement in the center of Antwerp,41778061,Vincent,,Sint-Andries,51.21581,4.39666,Entire home/apt,80,1,1,2017-08-25,0.03,1,0
20168127,"Cosy room near ""het Zuid""",15366565,Carlien,,Brederode,51.19883,4.39311,Private room,47,1,28,2019-02-24,0.83,1,0
20168816,Elegant design room in the city centre of Antwerp,142823788,Dirk,,Historisch Centrum,51.22106,4.40459,Private room,44,1,221,2020-05-18,6.47,2,0
20177425,Gezellig en ruim appartement te Antwerpen,19069706,Barbara,,Harmonie,51.2086,4.4086,Entire home/apt,60,1,1,2017-08-13,0.03,1,0
20178191,Nice apartment close to city centre,118331576,AnSofie,,Hoogte,51.17654,4.39411,Entire home/apt,50,6,3,2017-10-12,0.09,1,0
20180851,Room in mid century apartment,511187,Julie,,Harmonie,51.20011,4.41236,Private room,50,1,28,2020-03-01,0.81,2,0
20220174,Smartflats Old Town 301 - 1 Bed Terrace - Meir,2792958,Alex,,Historisch Centrum,51.2194,4.40456,Entire home/apt,69,1,31,2019-12-30,1.12,24,0
20220543,Smartflats Old Town 302 - 2Bed Terrace - Meir area,2792958,Alex,,Theaterbuurt-Meir,51.21934,4.4056,Entire home/apt,99,1,44,2020-03-11,1.43,24,304
20221733,Smartflats Rubens 201 - 3 Bed Terrace - Meir area,2792958,Alex,,Theaterbuurt-Meir,51.21555,4.40555,Entire home/apt,139,1,51,2020-03-15,2.00,24,0
20222242,Smartflats Rubens 301 - 2 Bed Terrace - Meir area,2792958,Alex,,Theaterbuurt-Meir,51.21694,4.40633,Entire home/apt,99,1,10,2020-02-16,0.36,24,302
20222569,Smartflats Rubens 401 - 2Bed Duplex Terrace - Meir,2792958,Alex,,Theaterbuurt-Meir,51.21736,4.40586,Entire home/apt,99,1,13,2020-05-21,0.51,24,302
20231202,sint-jansplein,144150870,Ia,,Amandus - Atheneum,51.22454,4.4178,Entire home/apt,55,1,79,2020-05-03,2.35,3,0
20231530,"Spacious, light and trendy appartment",4928545,Steven,,Nieuw - Zuid,51.20628,4.38332,Entire home/apt,125,2,4,2019-07-12,0.12,1,0
20241456,Entire charming flat with great location,42432875,Raman,,Stadspark,51.20293,4.4139,Entire home/apt,55,1,33,2020-03-08,1.00,2,0
20263685,Gezellige studio op een TOP locatie,135610682,Leentje,,Historisch Centrum,51.21972,4.40367,Entire home/apt,70,2,186,2020-03-15,5.72,4,313
20274674,Antwerpen-Berchem,144559535,Daniella,,Nieuw - Kwartier Oost,51.18323,4.44098,Entire home/apt,95,2,7,2018-04-21,0.21,1,0
20312418,Smartflats Antwerp Central 201 - 2 Bedrooms - Meir,2792958,Alex,,Centraal Station,51.21868,4.41647,Entire home/apt,94,1,3,2019-07-21,0.14,24,332
20312581,Smartflats Antwerp Central 202 - 2 Bedrooms - Meir,2792958,Alex,,Stadspark,51.2173,4.41631,Entire home/apt,94,1,6,2020-02-08,0.18,24,333
20312705,Smartflats Antwerp Central 301 - 2 Bedrooms - Meir,2792958,Alex,,Centraal Station,51.21827,4.41792,Entire home/apt,99,1,25,2020-02-09,0.74,24,319
20312844,Smartflats Antwerp Central 302 - 2 Bedrooms - Meir,2792958,Alex,,Centraal Station,51.21749,4.41732,Entire home/apt,99,1,13,2020-03-09,0.39,24,321
20313014,Smartflats Antwerp Central 401 - 2 Bedrooms - Meir,2792958,Alex,,Stadspark,51.21738,4.41607,Entire home/apt,94,1,6,2020-02-14,0.18,24,343
20313135,Smartflats Antwerp Central 402 - 2 Bedrooms - Meir,2792958,Alex,,Centraal Station,51.21814,4.41585,Entire home/apt,94,1,5,2019-12-01,0.15,24,330
20313261,Smartflats Antwerp Central 501 - 2 Bedrooms - Meir,2792958,Alex,,Centraal Station,51.21843,4.41587,Entire home/apt,94,1,6,2020-01-29,0.32,24,0
20313375,Smartflats Antwerp Central 601 -1Bed Terrace -Meir,2792958,Alex,,Centraal Station,51.21873,4.41782,Entire home/apt,59,1,16,2020-01-13,0.52,24,314
20313546,Smartflats Antwerp Central 602 -2Bed Terrace -Meir,2792958,Alex,,Centraal Station,51.21709,4.41811,Entire home/apt,94,1,13,2020-03-15,0.38,24,0
20317514,at HOME,132303121,Chris,,Markgrave,51.19683,4.39902,Entire home/apt,125,3,6,2019-10-23,0.23,1,364
20318096,Warm welcoming place!,15529473,Liesbeth,,Borgerhout Intra Muros Noord,51.21779,4.43415,Private room,38,1,77,2020-02-15,2.24,2,0
20358454,Cosy apartment right in the historical city centre,23090586,Charlotte,,Historisch Centrum,51.22394,4.40069,Entire home/apt,79,2,5,2018-01-20,0.15,1,0
20406122,Cosy top floor studio with private shower+toilet,1034658,Lenny,,Stuivenberg,51.21936,4.43544,Private room,30,2,51,2019-10-21,1.57,1,109
20428165,Casa Tranquila,23734111,Laura,,Centraal Station,51.21599,4.42673,Private room,25,1,5,2017-09-18,0.15,1,0
20436760,CozyAntwerp,127397790,Chaninat,,Theaterbuurt-Meir,51.21935,4.41414,Entire home/apt,50,5,14,2018-11-25,0.41,1,0
20468209,Borgerhout - ANTWERPEN,59868145,Veerle,,Borgerhout Intra Muros Noord,51.2185,4.43602,Private room,25,2,9,2020-02-09,1.03,1,0
20519741,Gezellige woning met groot & zonnig terras ..,16015569,Staf & Charlotte,,Zuid,51.21068,4.39841,Entire home/apt,190,13,9,2019-07-25,0.27,1,139
20552691,Rooftop duplex with sunny terrace- central station,23631139,Katrien,,Centraal Station,51.21324,4.42731,Entire home/apt,60,1,0,,,1,0
20614421,Authentic spacious apartment in nice neighbourhood,6180601,Heidi,,Groenenhoek,51.20003,4.44566,Entire home/apt,59,6,5,2020-03-08,0.45,1,95
20626712,A+++ location with hotel service,48070975,Louis,,Theaterbuurt-Meir,51.21749,4.40945,Entire home/apt,90,1,0,,,1,0
20645890,Cosy house,140742005,Charlotte,,Borgerhout Intra Muros Noord,51.21909,4.43674,Entire home/apt,80,2,5,2017-12-10,0.15,2,0
20676903,Mooie kamer met privé terras,77953413,Stefan En Eva,,Borgerhout Intra Muros Zuid,51.2092,4.4356,Private room,29,2,23,2019-09-01,0.68,2,51
20720825,Light Green+Free Parking 12min by metro to Antwerp,2510466,Stijn,,Linkeroever,51.21927,4.3673,Entire home/apt,27,1,44,2020-02-16,1.29,2,362
20772851,Station | Big room with queen size bed + mattress,24867394,Gaïtano,,Amandus - Atheneum,51.21898,4.422,Private room,40,1,22,2019-09-18,1.96,1,0
20780992,"spacious, new and centrally located",148928708,Michel,,Borgerhout Intra Muros Zuid,51.215,4.43147,Entire home/apt,1500,2,28,2020-01-01,0.83,1,0
20781256,GRAND HISTORICAL TOWNHOUSE in trendy fashion area,116955185,Elly,,Theaterbuurt-Meir,51.21283,4.40564,Entire home/apt,480,4,9,2019-09-29,0.30,1,235
20782679,Charming bedroom with lovely city garden,35057724,Kaat En Steven,,Stuivenberg,51.22114,4.43487,Private room,30,1,34,2018-08-08,1.00,1,0
20796226,Lovely apartment in Antwerp centre,65855928,Dries,,Stadspark,51.20846,4.41221,Entire home/apt,79,2,75,2020-03-18,2.23,5,0
20813248,Spacious loft - Comfortable getaway,13865068,Albert,,Amandus - Atheneum,51.22412,4.41881,Entire home/apt,100,4,0,,,1,0
20825768,beautiful city view purple apartment,110993942,Rev,,Amandus - Atheneum,51.21885,4.4225,Entire home/apt,105,2,11,2019-08-04,0.33,16,364
20842788,Antwerp weekend,104925505,Katryn,,Universiteitsbuurt,51.22581,4.4145,Entire home/apt,115,2,25,2020-01-02,0.83,1,0
20856073,Cosy studio in Antwerp city centre,65855928,Dries,,Stadspark,51.2075,4.41163,Entire home/apt,40,5,74,2020-01-16,2.18,5,247
20857330,Cosy apartment in south / Precioso piso en sur (1),107750838,S.,,Zuid,51.20693,4.39197,Entire home/apt,90,4,0,,,34,364
20858012,Great apartment in south/Magnífico piso en sur (2),107750838,S.,,Zuid,51.20601,4.39358,Entire home/apt,90,4,0,,,34,364
20869520,Hart of the city,149788182,Jan,,Theaterbuurt-Meir,51.21377,4.40316,Entire home/apt,58,1,90,2020-03-15,2.69,1,299
20877217,Trendy apartment in historic building,129799001,Allie,,Historisch Centrum,51.21824,4.40147,Entire home/apt,90,1,204,2020-03-16,6.59,1,351
20940073,Comfy apartment - ideally located - Antwerpen Zuid,22188384,Alexander,,Markgrave,51.19698,4.39855,Entire home/apt,50,1,9,2019-11-11,0.27,1,0
20942852,"PM87 - Modern, stylish home - 100% disinfected!",150558275,Zeynep,,Universiteitsbuurt,51.22629,4.41247,Entire home/apt,115,2,227,2020-06-19,6.84,2,169
20944578,Small studio in Antwerp Centre,60756836,Ann,,Brederode,51.20315,4.39695,Entire home/apt,50,5,4,2020-05-19,0.58,9,295
20957741,Modern studio in centrum city of Antwerpen,120123723,Ahmed,,Centraal Station,51.215,4.42111,Entire home/apt,63,1,244,2020-05-25,7.35,1,355
20965905,Beautiful - Spacious-100m2 -Hip - Luxe-Appartement,150821773,Aïda,,Stadspark,51.2162,4.41513,Entire home/apt,95,3,68,2020-02-28,2.06,1,364
20973963,You Will love this place!!!expats,150912236,Jacoba,,Eilandje,51.23329,4.40437,Entire home/apt,70,1,1,2017-09-24,0.03,1,0
20976030,Studio in beautiful South district,115208363,Bart,,Zuid,51.2094,4.39615,Entire home/apt,50,1,14,2018-02-13,0.42,2,0
20976869,Studio + bedroom in beautiful South district,115208363,Bart,,Zuid,51.20964,4.39482,Entire home/apt,60,1,3,2017-11-19,0.09,2,0
20987211,Newly build one bedroom design apartment,103363284,Nathalie,,Amandus - Atheneum,51.22919,4.41758,Entire home/apt,54,28,2,2019-06-17,0.12,8,58
21003328,Charmante kamer in guesthouse 'Mañana Mañana',151208049,Alejandro,,Zuid,51.21254,4.39246,Private room,103,1,8,2019-12-01,0.24,1,0
21004429,Perfect student/backpackersroom near city center,64643964,Klaas,,Stuivenberg,51.22015,4.42928,Private room,29,1,46,2019-02-24,1.38,2,5
21018720,--,147389021,Polat,,Centraal Station,51.2135,4.42136,Shared room,25,1,0,,,1,0
21038110,Cosy for 2 Room+Parking+12 min to Antwerp by Metro,2510466,Stijn,,Linkeroever,51.21953,4.36651,Private room,80,1,26,2019-12-24,0.80,2,177
21041642,Comfortable room near De Singel,24474084,Lise & Eli,,Tentoonstellingswijk,51.18827,4.39431,Private room,22,2,52,2020-03-02,1.61,1,0
21060741,Fortunia I Central Station with Breakfast,151741472,Pat,,Centraal Station,51.21673,4.41998,Private room,40,1,144,2020-03-13,4.32,2,347
21060824,Fortunia II Central Station with Breakfast,151741472,Pat,,Centraal Station,51.21705,4.42058,Private room,40,1,127,2020-03-07,3.81,2,355
21102559,Modern Studio in Centre Of Antwerp. Great Place!,90573434,Jef,,Borgerhout Intra Muros Noord,51.21846,4.4327,Entire home/apt,30,30,40,2019-02-25,1.21,2,0
21116070,"Your home in Antwerp, 'the city of cookies'",37346742,Sofie,,Historisch Centrum,51.22063,4.39914,Entire home/apt,90,2,94,2020-03-08,2.86,1,90
21160052,Spacious  new apartment in Antwerp City Center,80779371,Gaetano,,Stuivenberg,51.22429,4.42998,Entire home/apt,69,2,32,2020-03-15,0.98,1,89
21168610,Antwerp Eilandje 70 sqm Duplex,90067494,Carine,,Historisch Centrum,51.22683,4.40385,Entire home/apt,95,2,87,2020-03-09,2.88,1,271
21194502,Cosy studio in the center with view on Cathedral,24372596,Marie,,Historisch Centrum,51.22148,4.403,Entire home/apt,60,2,19,2018-08-26,0.68,1,0
21215062,"2 Ruime kamers  stijlvolle stadswoning,  Antw-Zuid",16124082,Paul,,Brederode,51.19969,4.39452,Private room,78,1,3,2019-03-31,0.12,3,0
21230307,Cosy room in the historical center with terrace,82076458,Natasha,,Sint-Andries,51.21805,4.39613,Private room,65,2,25,2018-08-27,0.76,1,0
21264693,Gardenloft near central station,24189736,Paul,,Borgerhout Intra Muros Zuid,51.21325,4.4327,Entire home/apt,98,5,5,2020-03-18,0.18,2,364
21286268,Compleet  appartement,154010785,Sade,,Hoogte,51.17614,4.40824,Private room,30,1,24,2019-11-23,0.73,3,364
21292888,1 person room,154010785,Sade,,Oosterveld - Elsdonk,51.17536,4.41317,Private room,50,7,5,2019-09-19,0.16,3,364
21293696,Antwerp Home Stay,31235088,Ellen,,Deurne Noord,51.2286,4.46255,Entire home/apt,70,2,24,2019-05-04,0.74,1,0
21302776,Quiet cosy room with private bathroom in centre,72636572,Yuhan,,Sint-Andries,51.21536,4.39875,Private room,60,1,3,2018-01-01,0.09,1,0
21366566,Penthouse in the trendy neighborhood of Antwerp,137125493,Ward & Heleen,,Borgerhout Intra Muros Zuid,51.21137,4.42935,Entire home/apt,130,1,11,2018-08-12,0.34,1,0
21381205,201 ､Antwerp central station's charming apartment,52106350,Jackie,,Centraal Station,51.21716,4.42582,Entire home/apt,120,2,11,2020-03-09,0.83,6,177
21381692,Antwerp city,41342647,Charlotte,,Zuid,51.2099,4.39607,Entire home/apt,65,2,19,2020-03-08,0.59,1,172
21403775,Spacious Suite in Antwerp,32074613,Bart,,Amandus - Atheneum,51.22941,4.41647,Entire home/apt,49,2,38,2020-02-16,1.19,2,246
21419943,Toffe woning op gezellige locatie vlakbij centrum,155235904,Seppe,,Zurenborg,51.20868,4.42857,Entire home/apt,65,2,6,2017-12-17,0.19,1,0
21436958,New: modern loft with terrace on the SOUTH,12374777,Tijs,,Zuid,51.20655,4.38764,Entire home/apt,39,90,4,2019-08-10,0.13,1,91
21464203,Kamer Adriaan,132999406,Els,,Tuinwijk,51.26648,4.45806,Private room,25,1,99,2020-06-12,3.39,2,0
21503998,Bright spacious apartment in the center of Antwerp,56442347,Timo,,Amandus - Atheneum,51.22364,4.4196,Entire home/apt,44,30,0,,,1,119
21577578,Light duplex apartment in the center of Antwerp,156913718,Vincent,,Stuivenberg,51.22429,4.43528,Entire home/apt,75,30,100,2020-03-13,3.14,1,35
21578084,Private room in cosy apartment,23408413,Els,,Oosterveld - Elsdonk,51.17667,4.42912,Private room,40,3,5,2017-12-17,0.16,1,50
21618627,Ruime zolder nabij het Oude Stadscentrum,125674299,Martine,,Stadspark,51.20958,4.4125,Entire home/apt,90,2,31,2019-04-14,0.99,1,0
21628001,Bright & quiet apartment near Central Station (1),1426543,Ana,,Borgerhout Intra Muros Noord,51.21835,4.43196,Entire home/apt,59,3,105,2020-03-08,3.33,1,58
21634310,102､Antwerp central station's charming apartment,52106350,Jackie,,Centraal Station,51.21794,4.42568,Entire home/apt,100,2,73,2020-03-16,2.36,6,171
21638219,"Gezellige kamer, dichtbij openbaar vervoer.",96703673,Marian,,Borgerhout Intra Muros Zuid,51.21419,4.43441,Private room,40,2,1,2020-03-07,0.28,1,19
21655917,Nice room in cozy house with a large roof terras,11423496,Frederik,,Stuivenberg,51.22075,4.4375,Private room,50,1,35,2019-03-30,1.14,1,0
21658316,The knight's room,15780894,Simon,,Universiteitsbuurt,51.22384,4.40671,Private room,59,1,194,2020-03-12,6.24,11,0
21718764,Beautiful studio close to central station,27851106,Loes,,Centraal Station,51.21879,4.41802,Entire home/apt,60,3,31,2020-02-22,0.99,1,53
21750298,Modern Duplex apartment (120 M²),16589114,Valeria,,Nieuw - Kwartier Oost,51.19564,4.43674,Private room,35,1,34,2020-03-08,1.10,1,365
21785615,Welcome to our cosy place in Antwerp (Berchem),22019202,Stefanie,,Oud - Berchem,51.19344,4.41517,Private room,30,1,2,2017-12-03,0.06,1,0
21815068,The Meir Residence,159006893,David,,Historisch Centrum,51.21866,4.40408,Entire home/apt,99,1,13,2018-05-01,0.41,2,0
21831536,Beautiful one-bedroom apartment,41179586,Karen,,Historisch Centrum,51.21945,4.39989,Entire home/apt,120,2,15,2020-01-05,0.49,2,334
21831718,beautiful duplex apartment,41179586,Karen,,Historisch Centrum,51.21823,4.39851,Entire home/apt,130,2,11,2019-05-05,0.36,2,0
21858608,Clean & Quiet Space Ideal for Short/Solo Trips,22032131,Raman,,Deurne Oost,51.23122,4.48194,Private room,20,1,0,,,1,0
21861265,uniek design appartement bij Eilandje Antwerpen,19845307,Bart & Mips,,Dam,51.23571,4.42631,Entire home/apt,120,3,0,,,1,0
21864480,"Gezellig, licht appartement met stadstuintje",10639073,Veerle,,Borgerhout Intra Muros Noord,51.2171,4.43756,Entire home/apt,69,2,5,2020-01-02,0.17,1,0
21875839,Sint-Michielskaai Penthouse,159575541,Sint-Michielskaai,,Sint-Andries,51.21421,4.39164,Entire home/apt,300,2,14,2018-12-30,0.45,1,0
21878197,Cosy City Centre appartement,46949130,Manon,,Historisch Centrum,51.21886,4.39983,Entire home/apt,69,1,13,2018-07-22,0.49,1,0
21933479,Kamer Alexander,132999406,Els,,Tuinwijk,51.26568,4.45667,Private room,22,1,82,2020-02-01,2.62,2,180
21942782,"Many Amenities ☆ Self check-in, walk from station",11700039,Rick,,Haringrode,51.20173,4.42508,Entire home/apt,77,1,83,2020-03-16,3.07,1,0
21957850,Luxe apartment / Quiet oasis in the city center,24932647,Savina,,Theaterbuurt-Meir,51.21102,4.40514,Entire home/apt,115,2,3,2019-07-24,0.10,1,0
21978966,BoHo city Loft (easy parking),138201030,Sumeyye,,Deurne Zuid West,51.2079,4.45329,Entire home/apt,75,1,118,2020-03-13,3.89,4,350
21994745,Contemporary spacious loft with private garden.,86025811,Charlotte,,Hoboken - Centrum,51.16892,4.36182,Entire home/apt,70,2,5,2020-03-31,1.03,1,238
21995517,Bright apartment in the center of the city,160606515,Brandon,,Historisch Centrum,51.22386,4.40273,Entire home/apt,65,3,6,2018-01-05,0.20,1,0
22006435,Cozy room w/ shower in historical setting,11808749,Nils,,Haringrode,51.20282,4.42369,Private room,45,2,52,2020-03-08,1.68,1,362
22023486,Spacious and sunny beautiful apartment,110993942,Rev,,Amandus - Atheneum,51.21885,4.4225,Entire home/apt,99,2,21,2019-07-22,0.69,16,0
